Initialising fast UCB table... done
Time in this step: 0.0232488
Time in this step: 0.0225632
Time in this step: 0.0215713
Time in this step: 0.0220505
Time in this step: 0.021579
Time in this step: 0.0208913
Time in this step: 0.0207145
Time in this step: 0.0203252
Time in this step: 0.0199623
Time in this step: 0.019528
Time in this step: 0.01856
Time in this step: 0.0181567
Time in this step: 0.0186423
Time in this step: 0.0178804
Time in this step: 0.0174838
Time in this step: 0.0170954
Time in this step: 0.0167059
Time in this step: 0.0162816
Time in this step: 0.0159046
Time in this step: 0.0155241
Time in this step: 0.0150327
Time in this step: 0.0148066
Time in this step: 0.0144563
Time in this step: 0.0142632
Time in this step: 0.0137066
Time in this step: 0.012998
Time in this step: 0.0125262
Time in this step: 0.0126913
Time in this step: 0.0119311
Time in this step: 0.0110043
Time in this step: 0.0108176
Time in this step: 0.0106809
Time in this step: 0.00979127
Time in this step: 0.00623669
Terminated
Discounted return = 36, average = 34.75
Undiscounted return = 36, average = 34.75
Starting run 5 with 256 simulations... 
Time in this step: 0.0391914
Time in this step: 0.0357211
Time in this step: 0.0360991
Time in this step: 0.035837
Time in this step: 0.0354885
Time in this step: 0.0346824
Time in this step: 0.0341626
Time in this step: 0.0333776
Time in this step: 0.0338248
Time in this step: 0.0329846
Time in this step: 0.0327305
Time in this step: 0.032134
Time in this step: 0.0311266
Time in this step: 0.0313553
Time in this step: 0.0309542
Time in this step: 0.0303965
Time in this step: 0.0292655
Time in this step: 0.0288476
Time in this step: 0.0284061
Time in this step: 0.0275997
Time in this step: 0.0272988
Time in this step: 0.0263829
Time in this step: 0.0261377
Time in this step: 0.0263514
Time in this step: 0.0256013
Time in this step: 0.0253392
Time in this step: 0.0246179
Time in this step: 0.024458
Time in this step: 0.0237238
Time in this step: 0.0234383
Time in this step: 0.0223914
Time in this step: 0.022162
Time in this step: 0.0216419
Time in this step: 0.0217571
Time in this step: 0.0206686
Time in this step: 0.0205657
Time in this step: 0.0201969
Time in this step: 0.0198991
Time in this step: 0.0194959
Time in this step: 0.0186507
Time in this step: 0.0179963
Time in this step: 0.0176983
Time in this step: 0.0174516
Time in this step: 0.0171839
Time in this step: 0.0170794
Time in this step: 0.0163553
Time in this step: 0.0158399
Time in this step: 0.0155115
Time in this step: 0.0152038
Time in this step: 0.0141206
Time in this step: 0.0127981
Time in this step: 0.0124071
Time in this step: 0.0073685
Terminated
Discounted return = 47, average = 37.2
Undiscounted return = 47, average = 37.2
Starting run 6 with 256 simulations... 
Time in this step: 0.0388302
Time in this step: 0.0354844
Time in this step: 0.0350568
Time in this step: 0.0349499
Time in this step: 0.0352127
Time in this step: 0.0339756
Time in this step: 0.0333789
Time in this step: 0.0341298
Time in this step: 0.0337187
Time in this step: 0.0324089
Time in this step: 0.0330073
Time in this step: 0.0315971
Time in this step: 0.0311317
Time in this step: 0.0313435
Time in this step: 0.0310674
Time in this step: 0.0301321
Time in this step: 0.0301758
Time in this step: 0.0291012
Time in this step: 0.028626
Time in this step: 0.028311
Time in this step: 0.027717
Time in this step: 0.0278666
Time in this step: 0.026933
Time in this step: 0.026788
Time in this step: 0.0258818
Time in this step: 0.0262563
Time in this step: 0.0251285
Time in this step: 0.024659
Time in this step: 0.0243344
Time in this step: 0.023868
Time in this step: 0.0235309
Time in this step: 0.0231623
Time in this step: 0.0227685
Time in this step: 0.021926
Time in this step: 0.0221603
Time in this step: 0.0218691
Time in this step: 0.0212908
Time in this step: 0.0207192
Time in this step: 0.02021
Time in this step: 0.0197199
Time in this step: 0.0193705
Time in this step: 0.0190971
Out of particles, finishing episode with SelectRandom
Terminated
Discounted return = 13, average = 33.1667
Undiscounted return = 13, average = 33.1667
Starting run 7 with 256 simulations... 
Time in this step: 0.0384951
Time in this step: 0.0357002
Time in this step: 0.035954
Time in this step: 0.0346033
Time in this step: 0.0341929
Time in this step: 0.0336428
Time in this step: 0.0335981
Time in this step: 0.0327725
Time in this step: 0.0328118
Time in this step: 0.0314919
Time in this step: 0.0310492
Time in this step: 0.0308498
Time in this step: 0.0304099
Time in this step: 0.0302726
Time in this step: 0.0295528
Time in this step: 0.0288835
Time in this step: 0.0291358
Time in this step: 0.0292346
Time in this step: 0.0280953
Time in this step: 0.0273038
Time in this step: 0.0271627
Time in this step: 0.0267111
Time in this step: 0.0259875
Time in this step: 0.0256316
Time in this step: 0.0252285
Time in this step: 0.0238141
Time in this step: 0.0238376
Time in this step: 0.023477
Time in this step: 0.0225451
Time in this step: 0.0212745
Time in this step: 0.0217094
Time in this step: 0.0213402
Time in this step: 0.0206332
Time in this step: 0.0211684
Time in this step: 0.020057
Time in this step: 0.0199224
Time in this step: 0.0189834
Time in this step: 0.0194922
Time in this step: 0.018663
Time in this step: 0.0184051
Time in this step: 0.0171936
Time in this step: 0.016905
Time in this step: 0.0164687
Time in this step: 0.0161977
Time in this step: 0.0155791
Time in this step: 0.0135842
Time in this step: 0.0101505
Terminated
Discounted return = 53, average = 36
Undiscounted return = 53, average = 36
Starting run 8 with 256 simulations... 
Time in this step: 0.0381728
Time in this step: 0.0364443
Time in this step: 0.0360372
Time in this step: 0.0357145
Time in this step: 0.0355437
Time in this step: 0.0347765
Time in this step: 0.0335794
Time in this step: 0.0338877
Time in this step: 0.0334562
Time in this step: 0.0328838
Time in this step: 0.0320868
Time in this step: 0.0321148
Time in this step: 0.0320198
Time in this step: 0.0313086
Time in this step: 0.0309702
Time in this step: 0.0305295
Time in this step: 0.0301935
Time in this step: 0.029505
Time in this step: 0.0293039
Time in this step: 0.0287618
Time in this step: 0.0285237
Time in this step: 0.0279165
Time in this step: 0.0271392
Time in this step: 0.0268149
Time in this step: 0.0261036
Time in this step: 0.0250355
Time in this step: 0.0251442
Time in this step: 0.0248924
Time in this step: 0.0246871
Time in this step: 0.0247457
Time in this step: 0.0238701
Time in this step: 0.02394
Time in this step: 0.0234009
Time in this step: 0.0229758
Time in this step: 0.0227262
Time in this step: 0.0222112
Time in this step: 0.0219034
Time in this step: 0.0212768
Time in this step: 0.0208817
Time in this step: 0.0205339
Time in this step: 0.0199797
Time in this step: 0.0194042
Time in this step: 0.019099
Time in this step: 0.0187059
Time in this step: 0.0182951
Time in this step: 0.0179148
Time in this step: 0.0173251
Time in this step: 0.0169326
Time in this step: 0.016694
Time in this step: 0.015887
Time in this step: 0.0153197
Time in this step: 0.0152172
Time in this step: 0.0145537
Time in this step: 0.0139431
Time in this step: 0.0141938
Time in this step: 0.0139941
Time in this step: 0.0137564
Time in this step: 0.0129224
Time in this step: 0.0123548
Time in this step: 0.0122072
Time in this step: 0.0120108
Time in this step: 0.0117097
Time in this step: 0.0115069
Time in this step: 0.0110016
Time in this step: 0.0105157
Time in this step: 0.0101167
Time in this step: 0.00995329
Time in this step: 0.0090931
Time in this step: 0.0088689
Time in this step: 0.00824014
Time in this step: 0.00732471
Time in this step: 0.00550248
Time in this step: 0.00488489
Terminated
Discounted return = 27, average = 34.875
Undiscounted return = 27, average = 34.875
Starting run 9 with 256 simulations... 
Time in this step: 0.0388168
Time in this step: 0.0367402
Time in this step: 0.0353878
Time in this step: 0.0345169
Time in this step: 0.0354184
Time in this step: 0.0351559
Time in this step: 0.0334964
Time in this step: 0.0338578
Time in this step: 0.0329931
Time in this step: 0.0319968
Time in this step: 0.0325672
Time in this step: 0.0307225
Time in this step: 0.0304423
Time in this step: 0.0296288
Time in this step: 0.0296739
Time in this step: 0.029168
Time in this step: 0.0290273
Time in this step: 0.0284508
Time in this step: 0.0283364
Time in this step: 0.0277867
Time in this step: 0.0272397
Time in this step: 0.0264765
Time in this step: 0.0268105
Time in this step: 0.0266335
Time in this step: 0.0260591
Time in this step: 0.0259215
Time in this step: 0.0253643
Time in this step: 0.0244083
Time in this step: 0.0247952
Time in this step: 0.024319
Time in this step: 0.0237898
Time in this step: 0.0231094
Time in this step: 0.0219524
Time in this step: 0.0219745
Time in this step: 0.0217338
Time in this step: 0.0213426
Time in this step: 0.0207414
Time in this step: 0.0206193
Time in this step: 0.0199287
Time in this step: 0.0197916
Time in this step: 0.0193122
Time in this step: 0.0191259
Time in this step: 0.0187801
Time in this step: 0.0183662
Time in this step: 0.0179345
Time in this step: 0.0179891
Time in this step: 0.0172104
Time in this step: 0.0162445
Time in this step: 0.0158561
Out of particles, finishing episode with SelectRandom
Terminated
Discounted return = 1, average = 31.1111
Undiscounted return = 1, average = 31.1111
Starting run 10 with 256 simulations... 
Time in this step: 0.0382526
Time in this step: 0.0351821
Time in this step: 0.0349302
Time in this step: 0.034241
Time in this step: 0.0344794
Time in this step: 0.0342616
Time in this step: 0.0332799
Time in this step: 0.0329798
Time in this step: 0.0323493
Time in this step: 0.0317356
Time in this step: 0.031381
Time in this step: 0.0310718
Time in this step: 0.0308708
Time in this step: 0.0300765
Time in this step: 0.0297498
Time in this step: 0.0294096
Time in this step: 0.028994
Time in this step: 0.0287731
Time in this step: 0.0283351
Time in this step: 0.027421
Time in this step: 0.027314
Time in this step: 0.0271549
Time in this step: 0.0263837
Time in this step: 0.0258552
Time in this step: 0.0260459
Time in this step: 0.0253034
Time in this step: 0.0246146
Time in this step: 0.0244168
Time in this step: 0.0238779
Time in this step: 0.0236122
Time in this step: 0.0231731
Time in this step: 0.0229202
Time in this step: 0.0223671
Time in this step: 0.0217292
Time in this step: 0.0216359
Time in this step: 0.0209437
Time in this step: 0.0209149
Time in this step: 0.0206124
Time in this step: 0.0201253
Time in this step: 0.0194155
Time in this step: 0.0191116
Time in this step: 0.0186669
Time in this step: 0.0181145
Time in this step: 0.017938
Time in this step: 0.0179325
Time in this step: 0.017059
Time in this step: 0.0165918
Time in this step: 0.0160331
Time in this step: 0.0162595
Time in this step: 0.0151111
Time in this step: 0.0147282
Time in this step: 0.0139386
Time in this step: 0.0135222
Time in this step: 0.013474
Time in this step: 0.0123982
Time in this step: 0.0105019
Time in this step: 0.00675941
Terminated
Discounted return = 43, average = 32.3
Undiscounted return = 43, average = 32.3
Starting run 11 with 256 simulations... 
Time in this step: 0.0378549
Time in this step: 0.0353584
Time in this step: 0.035424
Time in this step: 0.0344468
Time in this step: 0.0351368
Time in this step: 0.033498
Time in this step: 0.0333793
Time in this step: 0.0318691
Time in this step: 0.0322668
Time in this step: 0.0316946
Time in this step: 0.0313072
Time in this step: 0.0301908
Time in this step: 0.0305507
Time in this step: 0.0300431
Time in this step: 0.0296215
Time in this step: 0.0294615
Time in this step: 0.0283745
Time in this step: 0.0286201
Time in this step: 0.0278707
Time in this step: 0.0275581
Time in this step: 0.0270273
Time in this step: 0.0267613
Time in this step: 0.0259336
Time in this step: 0.0254422
Time in this step: 0.0254156
Time in this step: 0.0251768
Time in this step: 0.0241449
Time in this step: 0.0237204
Time in this step: 0.0234171
Time in this step: 0.0230341
Time in this step: 0.0224207
Time in this step: 0.0222284
Time in this step: 0.0218009
Time in this step: 0.0212523
Time in this step: 0.0202135
Time in this step: 0.0198065
Time in this step: 0.0197786
Time in this step: 0.01933
Time in this step: 0.0190241
Time in this step: 0.0179625
Time in this step: 0.0175495
Time in this step: 0.0161445
Time in this step: 0.0160723
Time in this step: 0.0159659
Time in this step: 0.0152392
Time in this step: 0.0135496
Time in this step: 0.0135352
Time in this step: 0.0104671
Time in this step: 0.00843907
Terminated
Discounted return = 51, average = 34
Undiscounted return = 51, average = 34
Starting run 12 with 256 simulations... 
Time in this step: 0.038483
Time in this step: 0.0364736
Time in this step: 0.0361314
Time in this step: 0.0357354
Time in this step: 0.0355149
Time in this step: 0.0349648
Time in this step: 0.0344873
Time in this step: 0.0335432
Time in this step: 0.03307
Time in this step: 0.0325729
Time in this step: 0.032792
Time in this step: 0.0323046
Time in this step: 0.0316626
Time in this step: 0.0308178
Time in this step: 0.0309885
Time in this step: 0.0298819
Time in this step: 0.0299424
Time in this step: 0.0288342
Time in this step: 0.0281651
Time in this step: 0.0284688
Time in this step: 0.0280098
Time in this step: 0.0276929
Time in this step: 0.0270147
Time in this step: 0.0267594
Time in this step: 0.0258899
Time in this step: 0.0264176
Time in this step: 0.0250029
Time in this step: 0.0249648
Time in this step: 0.0245722
Time in this step: 0.0236961
Time in this step: 0.0238224
Time in this step: 0.0231905
Time in this step: 0.0224963
Time in this step: 0.0219324
Time in this step: 0.021603
Time in this step: 0.020905
Time in this step: 0.0208441
Time in this step: 0.0203443
Time in this step: 0.0200295
Time in this step: 0.0194394
Time in this step: 0.0189086
Time in this step: 0.0185791
Time in this step: 0.0183728
Time in this step: 0.0179301
Time in this step: 0.0179146
Time in this step: 0.0176181
Time in this step: 0.017082
Time in this step: 0.016617
Time in this step: 0.0163356
Time in this step: 0.0159755
Time in this step: 0.0157273
Time in this step: 0.0152314
Time in this step: 0.0150014
Time in this step: 0.0145626
Time in this step: 0.0141167
Time in this step: 0.0137224
Time in this step: 0.0133146
Time in this step: 0.0131681
Time in this step: 0.0126898
Time in this step: 0.0121158
Time in this step: 0.0117149
Time in this step: 0.0112456
Time in this step: 0.0110617
Time in this step: 0.0109811
Time in this step: 0.010719
Time in this step: 0.0100748
Time in this step: 0.00997799
Time in this step: 0.00931096
Time in this step: 0.00889014
Time in this step: 0.00862289
Time in this step: 0.00831585
Time in this step: 0.00760339
Time in this step: 0.00694083
Time in this step: 0.00470879
Terminated
Discounted return = 26, average = 33.3333
Undiscounted return = 26, average = 33.3333
Starting run 13 with 256 simulations... 
Time in this step: 0.0392941
Time in this step: 0.0353165
Time in this step: 0.0352615
Time in this step: 0.0347025
Time in this step: 0.0339732
Time in this step: 0.0336484
Time in this step: 0.0325405
Time in this step: 0.0327464
Time in this step: 0.0324152
Time in this step: 0.0319949
Time in this step: 0.0317547
Time in this step: 0.0311017
Time in this step: 0.0309114
Time in this step: 0.0295955
Time in this step: 0.0301236
Time in this step: 0.0300023
Time in this step: 0.0293386
Time in this step: 0.0288199
Time in this step: 0.028465
Time in this step: 0.0286375
Time in this step: 0.0281417
Time in this step: 0.0277254
Time in this step: 0.027309
Time in this step: 0.025835
Time in this step: 0.026475
Time in this step: 0.0253173
Time in this step: 0.0249477
Time in this step: 0.0251376
Time in this step: 0.0246329
Time in this step: 0.0243164
Time in this step: 0.0233961
Time in this step: 0.0230871
Time in this step: 0.0226229
Time in this step: 0.0220297
Time in this step: 0.0218756
Time in this step: 0.0209282
Time in this step: 0.0208929
Time in this step: 0.0206877
Time in this step: 0.0201385
Time in this step: 0.02005
Time in this step: 0.0195528
Time in this step: 0.0191013
Time in this step: 0.0186458
Time in this step: 0.0184106
Time in this step: 0.0176887
Time in this step: 0.0173968
Time in this step: 0.016807
Time in this step: 0.0168537
Time in this step: 0.0168008
Time in this step: 0.0157197
Time in this step: 0.0158118
Time in this step: 0.0153758
Time in this step: 0.0148923
Time in this step: 0.014644
Time in this step: 0.0141794
Time in this step: 0.0134246
Time in this step: 0.0131412
Time in this step: 0.01284
Time in this step: 0.0126138
Time in this step: 0.0119311
Time in this step: 0.0117498
Time in this step: 0.0114288
Time in this step: 0.0110227
Time in this step: 0.0110379
Time in this step: 0.010437
Time in this step: 0.0104152
Time in this step: 0.0099828
Time in this step: 0.00955795
Time in this step: 0.00915963
Time in this step: 0.00856968
Time in this step: 0.00803538
Time in this step: 0.00792376
Time in this step: 0.00708114
Time in this step: 0.00498484
Terminated
Discounted return = 26, average = 32.7692
Undiscounted return = 26, average = 32.7692
Starting run 14 with 256 simulations... 
Time in this step: 0.0384638
Time in this step: 0.0365808
Time in this step: 0.0352169
Time in this step: 0.0357812
Time in this step: 0.0345729
Time in this step: 0.0349423
Time in this step: 0.0336602
Time in this step: 0.0331379
Time in this step: 0.0328587
Time in this step: 0.03328
Time in this step: 0.0326435
Time in this step: 0.0317677
Time in this step: 0.031922
Time in this step: 0.0307574
Time in this step: 0.0305704
Time in this step: 0.0302602
Time in this step: 0.0301198
Time in this step: 0.029145
Time in this step: 0.028541
Time in this step: 0.0278118
Time in this step: 0.0277561
Time in this step: 0.0272082
Time in this step: 0.0269889
Time in this step: 0.0264362
Time in this step: 0.0264301
Time in this step: 0.0254075
Time in this step: 0.025714
Time in this step: 0.0252522
Time in this step: 0.024966
Time in this step: 0.0245067
Time in this step: 0.0240117
Time in this step: 0.023706
Time in this step: 0.0230864
Time in this step: 0.0223322
Time in this step: 0.0223379
Time in this step: 0.0219815
Time in this step: 0.0215558
Time in this step: 0.0210299
Time in this step: 0.0208201
Time in this step: 0.0204152
Time in this step: 0.0197493
Time in this step: 0.0194828
Time in this step: 0.0190482
Time in this step: 0.0184336
Time in this step: 0.0181123
Time in this step: 0.0179442
Time in this step: 0.017003
Time in this step: 0.0166856
Time in this step: 0.0164422
Out of particles, finishing episode with SelectRandom
Terminated
Discounted return = 7, average = 30.9286
Undiscounted return = 7, average = 30.9286
Starting run 15 with 256 simulations... 
Time in this step: 0.0381839
Time in this step: 0.0353046
Time in this step: 0.0351838
Time in this step: 0.0345115
Time in this step: 0.0344965
Time in this step: 0.0338496
Time in this step: 0.0332184
Time in this step: 0.0330266
Time in this step: 0.0324564
Time in this step: 0.0319459
Time in this step: 0.0316944
Time in this step: 0.0312076
Time in this step: 0.0314494
Time in this step: 0.030867
Time in this step: 0.0298497
Time in this step: 0.0294698
Time in this step: 0.0290365
Time in this step: 0.0284315
Out of particles, finishing episode with SelectRandom
Terminated
Discounted return = 7, average = 29.3333
Undiscounted return = 7, average = 29.3333
Starting run 16 with 256 simulations... 
Time in this step: 0.0380784
Time in this step: 0.0364145
Time in this step: 0.0352697
Time in this step: 0.035545
Time in this step: 0.0353695
Time in this step: 0.0348134
Time in this step: 0.0333492
Time in this step: 0.033901
Time in this step: 0.0332937
Time in this step: 0.0319452
Time in this step: 0.0324698
Time in this step: 0.0321633
Time in this step: 0.0314677
Time in this step: 0.0312205
Time in this step: 0.0299914
Time in this step: 0.0295782
Time in this step: 0.029381
Time in this step: 0.0286998
Time in this step: 0.0282163
Time in this step: 0.0277603
Time in this step: 0.0273957
Time in this step: 0.0269576
Time in this step: 0.0266328
Time in this step: 0.0259529
Time in this step: 0.0258956
Time in this step: 0.0256941
Time in this step: 0.0248148
Time in this step: 0.0251871
Time in this step: 0.0247408
Time in this step: 0.0245804
Time in this step: 0.0229194
Time in this step: 0.0234082
Time in this step: 0.0228958
Time in this step: 0.0226345
Time in this step: 0.0218635
Time in this step: 0.0217978
Time in this step: 0.0212203
Time in this step: 0.0208034
Time in this step: 0.0205741
Time in this step: 0.0198669
Time in this step: 0.0197087
Time in this step: 0.0191799
Time in this step: 0.0187406
Time in this step: 0.0185714
Time in this step: 0.0182783
Time in this step: 0.0176693
Time in this step: 0.0174949
Time in this step: 0.01711
Time in this step: 0.0164995
Time in this step: 0.0165592
Time in this step: 0.0161089
Time in this step: 0.0155867
Time in this step: 0.0153359
Time in this step: 0.0147943
Time in this step: 0.0143639
Time in this step: 0.0138929
Time in this step: 0.013428
Time in this step: 0.0134244
Time in this step: 0.0130529
Time in this step: 0.0125692
Time in this step: 0.0122139
Time in this step: 0.0120305
Time in this step: 0.0116025
Time in this step: 0.0113072
Time in this step: 0.0109206
Time in this step: 0.0108318
Time in this step: 0.0103173
Time in this step: 0.00998948
Time in this step: 0.00972732
Time in this step: 0.00938458
Time in this step: 0.00894771
Time in this step: 0.00801532
Time in this step: 0.00782787
Time in this step: 0.00735463
Time in this step: 0.00637961
Time in this step: 0.00464266
Terminated
Discounted return = 24, average = 29
Undiscounted return = 24, average = 29
Starting run 17 with 256 simulations... 
Time in this step: 0.0386058
Time in this step: 0.0358615
Time in this step: 0.035962
Time in this step: 0.0360382
Time in this step: 0.0351748
Time in this step: 0.0347096
Time in this step: 0.0343813
Time in this step: 0.0331295
Time in this step: 0.0325643
Time in this step: 0.0328345
Time in this step: 0.0328884
Time in this step: 0.0319089
Time in this step: 0.031234
Time in this step: 0.0305587
Time in this step: 0.0303798
Time in this step: 0.0293505
Time in this step: 0.028837
Time in this step: 0.0281453
Time in this step: 0.0282177
Time in this step: 0.0271028
Time in this step: 0.0276402
Time in this step: 0.0265339
Time in this step: 0.026504
Time in this step: 0.0261368
Time in this step: 0.025343
Time in this step: 0.0250851
Time in this step: 0.0248052
Time in this step: 0.0243592
Time in this step: 0.0232463
Time in this step: 0.023552
Time in this step: 0.0226962
Time in this step: 0.0217192
Time in this step: 0.0219463
Time in this step: 0.0212503
Time in this step: 0.0205889
Time in this step: 0.0201975
Time in this step: 0.0198143
Time in this step: 0.0193441
Time in this step: 0.0191422
Time in this step: 0.0188667
Time in this step: 0.018015
Time in this step: 0.0162022
Time in this step: 0.0164908
Time in this step: 0.0159697
Time in this step: 0.0156568
Time in this step: 0.0153136
Time in this step: 0.0144613
Time in this step: 0.013133
Time in this step: 0.0132691
Time in this step: 0.00911928
Terminated
Discounted return = 50, average = 30.2353
Undiscounted return = 50, average = 30.2353
Starting run 18 with 256 simulations... 
Time in this step: 0.0383162
Time in this step: 0.035459
Time in this step: 0.0361941
Time in this step: 0.0349393
Time in this step: 0.0340952
Time in this step: 0.033554
Time in this step: 0.0335116
Time in this step: 0.0327658
Time in this step: 0.0323242
Time in this step: 0.0317194
Time in this step: 0.0323144
Time in this step: 0.0310804
Time in this step: 0.0310757
Time in this step: 0.0306773
Time in this step: 0.0295311
Time in this step: 0.0290371
Time in this step: 0.0283171
Time in this step: 0.028016
Time in this step: 0.0272045
Time in this step: 0.027153
Time in this step: 0.0271992
Time in this step: 0.026246
Time in this step: 0.0260276
Time in this step: 0.0259444
Time in this step: 0.02489
Time in this step: 0.024706
Time in this step: 0.024529
Time in this step: 0.0239063
Time in this step: 0.0245974
Time in this step: 0.0238495
